,feature,class
3432,"[-5.9695526e+02  7.0592819e+01 -1.1506091e+01  1.5009008e+01
  8.5727444e+00  7.5922126e-01 -3.6503303e+00  8.6372912e-01
 -9.3017540e+00  5.1568837e+00 -9.6433604e-01  3.6428761e+00
 -4.8165092e+00  3.2196069e+00  1.4349549e+00  2.4529872e+00
 -3.6358243e-01 -1.1309967e+00 -8.1124085e-01  3.3299256e-02
 -4.8097720e+00  1.1109684e+00 -1.5110132e+00 -3.6309877e-01
 -2.4523625e+00  2.1035569e+00 -9.8844546e-01  2.4492233e+00
 -1.4638875e+00  2.7845712e+00  1.7846601e+00  1.2962639e+00
  1.2469170e+00  9.4198668e-01 -1.6956373e-01  1.4600655e+00
 -4.3786114e-01 -9.4887353e-02 -3.1136989e-03 -1.2249305e+00]",Surprise
3433,"[-5.5922375e+02  6.9640854e+01 -7.7753658e+00  2.0871283e+01
  1.1648658e+01  1.3673922e+00 -5.1983376e+00  5.6443375e-01
 -1.0094555e+01  3.7124126e+00 -5.0635014e+00  3.1929259e+00
 -2.5304675e+00  2.7517977e+00 -5.5228049e-01  8.3231395e-01
 -3.3964949e+00 -3.1374950e+00 -3.6756691e-01  8.2761925e-01
 -4.3979173e+00  1.7025530e+00 -3.4728665e+00  1.7280729e+00
 -4.1099262e+00  2.4096935e+00 -1.6317183e+00  2.5494084e+00
 -1.8028744e+00  1.9671421e+00 -1.7877978e-01  8.3597457e-01
  1.1233117e-01  2.1633683e-01  3.5271037e-01  9.7194576e-01
  8.4612119e-01  9.1024166e-01 -2.1114275e-01  1.4135721e-01]",Surprise
3434,"[-5.3303223e+02  5.7135326e+01 -4.7946963e+00  1.7533657e+01
  7.5199361e+00  2.9973388e+00 -7.2713387e-01  3.1798308e+00
 -6.4463358e+00  6.8303623e+00 -1.2662016e+00  3.1680205e+00
 -4.6160889e-01  3.0819938e+00  4.6505928e-02  3.9454389e+00
 -1.2783968e+00  8.5974383e-01 -3.9718282e-01  2.8642428e+00
 -2.5845733e+00  2.7966988e+00 -5.8715290e-01  1.6885767e+00
 -1.5997292e+00  2.4265985e+00 -8.6787057e-01  2.0417283e+00
 -8.9007121e-01  2.1309686e+00  1.3835975e+00  2.4177206e+00
  1.8718425e+00  1.9251595e+00  2.5026822e+00  3.2329588e+00
  3.4360690e+00  5.4556231e+00  6.0832229e+00  4.1935077e+00]",Surprise
3435,"[-5.5322559e+02  6.9167526e+01 -6.5203047e+00  1.4536856e+01
  9.3974495e+00  2.5231326e+00 -5.5730410e+00 -9.3969578e-01
 -9.9675236e+00  4.6684222e+00 -6.0585270e+00  1.4703689e+00
 -3.9308431e+00  1.3025635e+00  1.5571733e+00  2.3078444e+00
 -5.0703182e+00  1.9745017e+00 -1.8563819e+00  2.2241515e-01
 -5.8214602e+00  2.4594271e+00 -2.1935921e+00 -7.6895314e-01
 -1.3549697e+00 -6.9342017e-01 -2.0615401e+00  3.4355912e+00
  4.1571066e-01  4.0147266e+00  2.2462034e+00  3.8928835e+00
  2.1428220e+00  9.1211951e-01  1.0655082e-01  2.5760725e-01
  6.8938071e-01 -6.2216246e-01  5.0440216e-01 -1.4235930e-02]",Disgust
3436,"[-5.6785858e+02  6.5764717e+01 -8.7495356e+00  2.2209244e+01
  1.2002336e+01  1.1358845e+00 -2.2540385e-01  4.7649975e+00
 -5.9570918e+00  8.5998812e+00  2.6762828e-01  3.7670848e+00
 -1.2116781e+00  5.9521494e+00  1.4267840e+00  3.6703939e+00
  1.0543591e+00 -1.0741709e+00  6.3284028e-01  3.6754718e+00
 -2.7072325e+00  3.9833612e+00 -4.4007176e-01  3.6015749e+00
 -8.1195748e-01  2.6822236e+00 -1.2735496e+00  2.6807246e+00
 -1.3366686e+00  2.4754291e+00  1.9810511e+00  1.4375694e+00
  1.4792389e+00 -3.1874606e-01  1.3454518e-01  1.6092932e+00
  1.0359417e+00  1.5037873e+00  1.7480960e+00  6.1545485e-01]",Surprise
3437,"[-5.8394904e+02  6.5418221e+01 -8.0345144e+00  1.4969722e+01
  6.6119456e+00  1.8195413e+00  3.1133997e-01  6.9994557e-01
 -6.3047729e+00  4.5705843e+00 -1.8984609e+00  1.0335984e+00
 -4.2941017e+00  1.7903285e+00  8.6472213e-01  2.9980690e+00
 -1.3214762e+00 -1.7210566e+00  8.1053978e-01  4.0206960e-01
 -2.9464896e+00  3.3500357e+00  9.1464132e-01  1.9039745e+00
  7.4336916e-01  3.3824966e+00  7.9065531e-01  2.9092965e+00
 -5.9790891e-01  1.4800749e+00  9.2177677e-01  5.8155453e-01
  3.6159837e-01  7.9384482e-01 -1.2186480e-01  1.4989190e+00
  1.9977777e+00  1.2848727e+00  8.6330748e-01  6.4135063e-01]",Surprise
3438,"[-6.1845801e+02  7.7109322e+01 -3.3537788e+00  2.2645409e+01
  1.3136508e+01  5.4294496e+00 -1.0201252e-01  1.3060853e+00
 -6.7039957e+00  5.0238676e+00 -1.4797063e+00  4.7071290e+00
 -6.2160324e-02  4.8763885e+00 -9.6707642e-01  8.7138629e-01
  3.0514693e-01 -3.4763724e-02  1.8627963e+00  1.0099400e+00
 -3.0811787e+00  1.1520197e+00 -9.8134327e-01  2.8127489e+00
 -1.3971329e+00  3.2165558e+00 -2.2955145e-01  3.4798641e+00
 -1.1248218e+00  2.4374700e+00  2.6483729e-02  2.7319591e+00
  6.4876491e-01  8.2423419e-01  3.4531736e-01  2.6025796e+00
  5.8682847e-01  1.4954000e+00  3.3761036e-01 -5.0064061e-02]",Surprise
3439,"[-5.5581561e+02  6.2883842e+01 -7.0507550e+00  1.4156100e+01
  9.0718136e+00  3.6323178e+00 -5.6611452e+00 -1.6131281e+00
 -5.6853347e+00  7.5190039e+00 -7.4265022e+00  5.5129499e+00
 -3.4560950e+00  1.7797086e+00  1.1686004e+00  3.0697026e+00
 -7.4793100e+00  4.2013559e+00 -3.5559497e+00 -1.7750254e-01
 -5.3473511e+00  2.5054138e+00 -3.1015046e+00  1.1827761e+00
 -3.2022226e+00  1.9748533e+00  3.9737397e-01  4.0914755e+00
 -1.0564128e+00  4.1556425e+00  4.4262848e+00  6.1107941e+00
  4.9135203e+00  2.8758180e+00  1.3803684e+00  2.8042936e+00
  2.6128850e+00  1.9512435e+00  2.2759440e+00  1.4935875e+00]",Disgust
3440,"[-7.9480804e+02  4.0674778e+01 -1.1727769e+01  1.6707439e+01
 -9.1562309e+00 -2.4508796e+00 -1.4114657e+01 -6.2607055e+00
 -9.4756861e+00 -6.0978115e-01 -7.3880033e+00 -3.3509367e+00
 -6.8681378e+00  2.6547529e-02 -9.3465471e+00 -7.9465520e-01
 -8.3116951e+00 -4.1158709e-01 -6.0945525e+00 -3.0838416e+00
 -4.2517772e+00 -1.6086258e+00 -5.8535018e+00  3.7907545e-02
 -4.0105457e+00 -1.2136412e+00 -2.2491190e+00 -4.2179376e-01
 -4.0037081e-01  2.2772901e+00  1.3779406e-01  4.1315932e+00
  3.2253504e+00  6.7643003e+00  6.2142887e+00  5.9688621e+00
  3.6903238e+00  1.5407959e+00  1.4845669e-01  1.7800601e+00]",Calm
3441,"[-7.3051154e+02  4.4470074e+01 -6.1048794e+00  1.1642845e+01
 -8.9314461e+00 -2.1121695e+00 -1.0754205e+01 -7.1325684e+00
 -7.9128547e+00 -2.5728479e-01 -7.4693818e+00 -2.4470892e+00
 -7.3972158e+00  2.4379697e+00 -9.3384151e+00 -1.5643507e+00
 -5.6100702e+00 -1.0629547e+00 -5.0692363e+00 -1.6140827e+00
 -2.0761383e+00 -6.3471568e-01 -3.0069704e+00  3.0861433e+00
  1.0221183e+00  3.3549125e+00  2.2995019e+00  4.3672862e+00
  1.3734708e+00  2.8415506e+00  1.4216498e+00  2.8857477e+00
  9.1137224e-01  1.1832513e+00  2.4330791e-02 -2.2098674e-01
 -4.4417763e-01  1.5690690e-01  1.6660294e-01  9.8964655e-01]",Calm
3442,"[-7.12722839e+02  3.73071327e+01 -9.96241856e+00  1.11351318e+01
 -1.01329699e+01 -3.65411448e+00 -1.21610994e+01 -8.38642979e+00
 -7.81281614e+00 -1.02163935e+00 -7.49434328e+00 -2.25215769e+00
 -7.65208149e+00  1.99276280e+00 -1.09534855e+01 -1.48122048e+00
 -6.04072285e+00 -1.27750444e+00 -4.81530094e+00 -1.86885822e+00
 -2.37148929e+00  1.13070421e-01 -2.10936737e+00  4.45399761e+00
  2.01580215e+00  3.95998216e+00  1.45859540e+00  2.46254444e+00
 -1.99303448e-01  2.08139515e+00 -3.54382873e-01  1.38729787e+00
  9.77229476e-01  2.59378028e+00  4.94666100e-01  5.80457926e-01
 -1.12546992e+00  5.18783368e-02 -3.38574886e-01  2.02538282e-01]",Calm
3443,"[-7.19257080e+02  3.97153130e+01 -1.01537285e+01  1.20155201e+01
 -1.01398287e+01 -3.08521056e+00 -1.08237314e+01 -7.93752766e+00
 -8.33485794e+00 -1.39156151e+00 -5.26266527e+00 -3.73810029e+00
 -6.99936199e+00  9.67698023e-02 -8.59761810e+00 -3.19159675e+00
 -6.00232077e+00 -1.49569809e+00 -5.53680849e+00 -2.17319918e+00
 -4.62074614e+00 -9.68314230e-01 -3.86836505e+00  2.66768265e+00
  4.16173488e-01  1.80579972e+00  6.89926565e-01  4.14703697e-01
 -2.66965121e-01  1.50022542e+00  1.90438759e+00  3.01023746e+00
  2.00182223e+00  2.25943327e+00  2.29765558e+00  3.26632929e+00
  2.13097167e+00  1.32813811e+00 -1.28498793e+00 -1.07164800e+00]",Calm
3444,"[-8.18190308e+02  4.08324203e+01 -1.85114968e+00  1.28508625e+01
 -5.52128744e+00  3.47891951e+00 -1.21591568e+01 -5.37045860e+00
 -1.19725761e+01  1.02733821e-01 -9.33209801e+00 -1.59077024e+00
 -7.32473850e+00  2.87042189e+00 -1.15667496e+01 -2.72263932e+00
 -6.02083302e+00 -6.76122531e-02 -5.76817322e+00 -2.22866821e+00
 -3.24611545e+00 -1.52578902e+00 -4.47164679e+00  1.37634492e+00
 -7.17235565e-01  1.93334794e+00  1.62652123e+00  1.35030818e+00
 -1.05474815e-01  5.60555995e-01 -1.41623092e+00  1.87832832e+00
  8.86531413e-01  2.89927220e+00  2.98064232e+00  4.90754509e+00
  4.10493231e+00  3.45089960e+00 -4.36635852e-01  4.84943241e-01]",Calm
3445,"[-7.0965680e+02  4.0046791e+01 -1.2663891e+01  1.4289744e+01
 -1.1523742e+01 -4.7133241e+00 -1.1006041e+01 -7.7801871e+00
 -9.7381420e+00 -6.4098157e-02 -8.8024836e+00 -1.3278865e+00
 -9.0902386e+00  2.5231838e+00 -1.0144608e+01 -2.4989519e+00
 -6.1270499e+00 -1.5251085e+00 -4.0332723e+00 -6.8287879e-01
 -6.4275783e-01  1.9937606e+00 -3.2169483e+00  1.6358711e+00
 -2.4392951e+00  2.3980346e+00  3.7390203e+00  4.9829283e+00
  2.2459700e+00  3.0140622e+00 -4.0917692e-01  5.6489110e-01
 -6.0477823e-01  4.1233349e-01  8.3265966e-01  6.4805466e-01
 -4.0148008e-01 -1.5674440e+00 -1.9473833e+00 -1.2287288e-01]",Calm
3446,"[-8.0105243e+02  3.7107788e+01 -1.1336903e+01  1.1244428e+01
 -9.2406731e+00 -1.4787030e+00 -1.3232769e+01 -6.9063530e+00
 -1.0529852e+01 -7.3398471e-01 -8.7931452e+00 -5.7575889e+00
 -7.3150811e+00  1.2028567e+00 -9.9923573e+00 -3.0510390e+00
 -7.6146016e+00 -1.3660724e+00 -7.2206144e+00 -3.7035844e+00
 -3.9238567e+00 -1.5625248e+00 -3.9358172e+00  1.6465472e+00
 -1.3979284e+00  8.7312686e-01  7.3889428e-01 -9.4950670e-01
  4.9172464e-01  5.4586905e-01  2.7294818e-01  3.4059832e+00
  2.9547842e+00  5.7479320e+00  6.2046280e+00  6.5751262e+00
  4.8865228e+00  3.1382234e+00  3.5723460e-01  4.5363376e-01]",Calm
3447,"[-4.2097681e+02  1.4133929e+01 -3.5239498e+01 -1.0250333e+01
 -2.0376457e+01 -1.4696251e+01 -1.5626619e+01 -1.2824190e+01
 -1.0530079e+01  4.4302864e+00  1.1371996e+00  1.5515848e+01
  3.4395306e+00  9.3505478e+00 -9.4754963e+00 -4.7478213e+00
 -1.5829637e+00 -3.9888070e+00 -4.0979147e+00 -2.4658903e-01
  5.8777838e+00  5.8200336e+00 -6.9257367e-01  1.6656259e+00
 -6.5696919e-01 -1.8389724e+00 -2.1185296e+00 -1.4929704e-01
 -4.8268318e-02  3.2516720e+00 -6.1674100e-01  5.8055955e-01
 -1.7054535e+00  5.6326276e-01  1.6812079e+00 -2.6561421e-01
  4.4489259e-01 -2.1200032e+00 -1.2986202e+00  8.4191024e-01]",Happy
3448,"[-4.7597525e+02  2.6123371e+01 -3.1094233e+01  7.9047889e-01
 -1.8918827e+01 -1.2755571e+01 -1.7939489e+01 -1.3983941e+01
 -1.0579963e+01 -5.1608324e-01 -5.8555598e+00  1.2134606e+00
 -4.8996835e+00  4.7546201e+00 -6.1890793e+00  6.1425900e-01
  1.5333794e+00  4.4129744e+00  2.9154644e+00  7.0998484e-01
  1.4680072e+00  1.9350756e+00 -7.5923640e-01  2.0843117e+00
  9.7668588e-01 -2.4739404e-01  1.1201294e-01  5.2053517e-01
 -4.0132335e-01  2.3794246e+00 -1.0592778e+00  1.2771351e+00
 -2.0234096e-01  1.9463217e+00  1.2351060e+00  3.5012472e-01
  8.7648457e-01  6.1433095e-01  1.7004391e+00  5.0986201e-01]",Happy
3449,"[-8.2184021e+02  4.5970490e+01 -8.4564877e+00  2.0239077e+01
 -5.3497720e+00 -1.9123771e-03 -1.0143661e+01 -6.0754809e+00
 -9.6292629e+00  4.2271864e-01 -8.8931389e+00 -2.9578164e+00
 -6.7957292e+00  2.6449220e+00 -1.0726296e+01 -1.4675788e+00
 -7.8181353e+00 -9.1539675e-01 -5.6846600e+00 -4.5385265e+00
 -3.8647153e+00 -2.8626251e+00 -6.1356583e+00 -8.6374044e-02
 -4.4783287e+00 -1.9347790e+00 -1.1340023e+00 -1.7371563e+00
  3.2846081e-01  1.7202950e+00  1.0522616e+00  4.8612351e+00
  3.5762129e+00  6.7200489e+00  5.4820690e+00  6.0776501e+00
  4.2956357e+00  3.5238273e+00  1.1266729e+00  9.0040839e-01]",Calm
3450,"[-7.0922583e+02  3.9755329e+01 -5.7342167e+00  5.2112017e+00
 -7.0613627e+00 -7.8542948e+00 -1.5180624e+01 -1.4014855e+01
 -1.4723424e+01 -4.1471994e-01 -1.2411868e+01  1.4356077e+00
 -6.0092044e+00 -3.0227809e+00 -2.3761103e+00 -5.6582618e+00
 -3.7185197e+00  6.0713220e-01 -4.1097813e+00  8.2723302e-01
  4.2637220e-01  3.5406992e+00 -3.4506160e-01  5.1403642e+00
  2.1131942e+00  3.5251937e+00  1.3160205e+00 -1.7711428e-01
 -2.5864241e+00 -7.2130167e-01  1.0427587e+00 -7.5646549e-02
 -8.4857094e-01 -2.1995723e+00 -2.2381597e+00 -1.9761598e+00
  4.5270965e-02 -1.3397295e+00 -1.3166193e+00 -1.1613412e+00]",Sad
3451,"[-5.26602722e+02  3.72432785e+01 -2.81744766e+01  5.90842485e-01
 -1.75597992e+01 -9.94323540e+00 -1.74582310e+01 -1.24124098e+01
 -1.48442974e+01 -1.88955319e+00 -9.33387566e+00 -2.63172960e+00
 -1.40967140e+01  6.32126093e-01 -1.61305828e+01 -6.67047548e+00
 -1.18347435e+01 -5.40208530e+00 -9.44472790e+00 -1.56724441e+00
 -2.82737464e-01  3.52804112e+00 -6.45657539e-01  2.31975818e+00
 -2.83191115e-01  9.97619629e-01 -8.18682253e-01  4.21814650e-01
 -1.15060108e-02  3.02998829e+00  6.26168489e-01  1.92033052e+00
  1.40740490e+00  5.73026061e-01  5.71010709e-01  3.51738781e-01
  1.21093225e+00 -1.17689647e-01  3.86027843e-02 -5.41466773e-01]",Angry
3452,"[-6.7689075e+02  3.1891701e+01 -1.8226688e+01  2.6235135e+00
 -9.8248930e+00 -6.4591975e+00 -1.2490573e+01 -1.3350589e+01
 -1.1363991e+01 -3.6886680e+00 -8.8740387e+00  2.2254837e+00
 -1.0730636e+01  5.4845152e+00 -8.4727011e+00 -2.2834680e+00
 -2.7737212e+00  2.5099258e+00  1.3094035e+00  5.1444063e+00
  2.9851170e+00  3.7703001e+00 -1.3498833e+00  1.1173154e+00
 -8.2895499e-01  7.1270400e-01 -3.8671598e-01  1.1826675e+00
 -2.7970486e+00  9.0861067e-02 -3.5900795e+00 -1.2742530e-01
 -6.2721305e-02  2.0939772e+00  2.7574781e-01  1.4221027e+00
  2.5460584e+00  1.4041544e+00 -6.0814297e-01 -5.0687265e-01]",Happy
3453,"[-8.06261719e+02  4.45839767e+01 -4.96235180e+00  1.47423563e+01
 -7.17101383e+00  6.87788153e+00 -9.78373051e+00 -8.55992508e+00
 -8.04249477e+00  2.26756501e+00 -7.13384914e+00 -2.29812623e-03
 -5.41908979e+00  3.87220693e+00 -8.36370564e+00 -2.52750254e+00
 -6.99382162e+00  2.74306804e-01 -7.92857504e+00 -1.90278661e+00
 -3.84602714e+00  1.03110984e-01 -5.02465582e+00  6.03672802e-01
 -3.96974206e+00 -4.37061042e-01 -1.18332291e+00 -8.46657038e-01
 -2.06826901e+00 -4.39218253e-01 -7.46888041e-01  8.76742423e-01
  1.54621363e+00  4.19129276e+00  6.35908365e+00  5.63880253e+00
  4.00678492e+00  2.75050211e+00  6.30840838e-01  4.89561677e-01]",Sad
3454,"[-8.1135388e+02  4.7350910e+01 -3.7196441e+00  1.6422380e+01
 -6.6383080e+00  1.7419424e+00 -1.3520119e+01 -5.7802935e+00
 -8.6985903e+00  3.7910309e+00 -8.9991245e+00 -6.0760045e-01
 -7.4473557e+00  2.0833640e+00 -9.9644251e+00  1.9760731e-01
 -6.4125628e+00  1.9061217e-01 -4.3481040e+00 -4.0075188e+00
 -3.2887981e+00 -1.1133816e+00 -5.0368404e+00  1.8839420e+00
 -3.0516376e+00 -4.8843879e-01 -1.6471919e+00 -1.7372988e+00
 -2.1314294e+00 -6.4737487e-01  3.3125946e-01  4.1951780e+00
  4.0174322e+00  7.7127810e+00  4.8528895e+00  4.2992539e+00
  2.1604283e+00  1.7539260e+00  1.2683724e+00  3.2940195e+00]",Calm
3455,"[-4.8775925e+02  3.6763622e+01 -4.2028091e+01  2.7492883e+00
 -2.1191448e+01 -1.5117384e+01 -1.4915025e+01 -1.6424610e+01
 -1.5434679e+01 -2.3731577e+00 -1.8547733e+01  4.7617288e+00
 -7.4549489e+00  1.1017035e+01 -4.1021090e+00  4.6511245e+00
  2.4512236e+00  5.1537352e+00  1.5958446e-01  2.2662978e+00
 -9.4785368e-01 -4.9663687e-01  7.0837371e-02  2.5021129e+00
 -3.7821593e+00 -1.1249583e-02 -3.7835538e-01 -7.5081354e-01
 -2.2180543e+00  2.4724085e+00 -1.3112931e+00  1.6161786e+00
 -2.1754886e-01  1.2890874e+00  2.1265287e+00  2.6779480e+00
 -1.6082160e-01 -1.8838252e+00 -1.6046634e-01  4.2981195e-01]",Happy
3456,"[-7.9898779e+02  5.0272121e+01 -7.3851604e+00  1.9026531e+01
 -5.3689051e+00  1.0409209e+01 -1.1821842e+01 -9.6246576e+00
 -1.2896961e+01  4.1335783e+00 -7.0397139e+00 -1.8434343e+00
 -6.2664170e+00  3.4749100e+00 -9.0847816e+00 -2.7541308e+00
 -7.6052532e+00 -2.9325140e-01 -3.9161155e+00 -1.9833361e+00
 -5.7103543e+00 -7.5063288e-01 -5.1182809e+00  1.1441154e+00
 -2.6597281e+00 -1.0908145e+00 -8.3786690e-01 -1.2285974e+00
 -2.4824247e+00  4.0430275e-01 -1.3462242e+00 -5.4470074e-01
 -7.4755204e-01  5.9534353e-01  1.7933450e+00  1.9947255e+00
  1.7815901e+00  1.3161676e+00 -4.3135989e-02 -4.3154353e-01]",Sad
3457,"[-3.3585947e+02  2.4917604e+01 -2.9211897e+01 -8.1154480e+00
 -1.9962633e+01 -1.1606759e+01 -1.1007764e+01 -6.7380514e+00
 -1.1185152e+01 -1.5507263e+00 -7.1384759e+00 -1.7889681e+00
 -6.7518864e+00  5.1419163e+00 -4.9479203e+00  4.5362773e+00
  8.4418850e-03  6.8977771e+00 -2.4833105e+00  1.0254202e+00
 -7.7162987e-01  1.9905294e+00 -2.2134110e-01  1.3722808e+00
 -2.3461964e+00 -9.0088123e-01 -1.6328463e-01  2.7929136e-01
 -2.1552894e+00  9.3986911e-01  1.1588018e+00  9.8118639e-01
  7.3630291e-01  7.7521515e-01 -2.2125356e-01  5.0343964e-03
  4.0138283e-01  7.5856709e-01  1.8009027e+00  5.2886409e-01]",Angry
3458,"[-4.3137601e+02  3.7695148e+01 -1.7380068e+01  1.7089937e+01
 -1.9346306e+01 -4.3918381e+00 -1.1707675e+01 -1.0195081e+01
 -1.1086238e+01 -2.9094641e+00 -9.9897690e+00  1.5670698e+00
 -9.5310221e+00  3.9287307e+00 -8.0413198e+00  8.0186212e-03
 -5.3759465e+00  5.2584428e-01 -6.6805415e+00 -1.1129456e+00
 -3.0566380e+00  2.0703101e+00 -1.2676839e+00  2.3494649e+00
 -1.9197451e+00  6.0139340e-01  2.7445549e-01  1.7106402e+00
 -7.9058684e-02  3.7878623e+00  1.6021359e+00  1.4538039e+00
 -8.1609946e-01 -1.1782765e-01  1.1353315e+00  2.4011772e+00
  2.0932765e+00  1.1597847e+00  5.7744342e-01  8.3779055e-01]",Angry
3459,"[-5.40568054e+02  3.11105938e+01 -3.76748428e+01 -3.28495819e-03
 -2.10477524e+01 -1.51165810e+01 -1.36107235e+01 -1.43401661e+01
 -1.33700314e+01 -1.32962301e-01 -1.47001181e+01  6.07470393e-01
 -1.16857281e+01 -6.80059373e-01 -3.62686563e+00  5.00987291e-01
  3.12838030e+00  4.14268923e+00  9.81153011e-01  1.92615807e+00
  4.19400167e+00  3.50071025e+00 -1.10774010e-01  2.58165240e+00
  6.56463027e-01  2.65567517e+00  3.21399838e-01  1.34867370e+00
 -1.50495470e+00  1.41108179e+00  1.60128808e+00  1.80671299e+00
  8.56887162e-01 -2.72291034e-01 -2.15136838e+00 -1.36180913e+00
 -6.51725292e-01 -8.91143620e-01 -7.12312341e-01  6.37758598e-02]",Happy
3460,"[-3.6468640e+02  2.5502159e+01 -3.1640808e+01 -3.8342142e+00
 -2.5476379e+01 -1.3864221e+01 -1.3223978e+01 -9.4291239e+00
 -1.1219771e+01  1.0954888e+00 -7.0737624e+00  3.7255118e+00
 -1.0406403e+01  2.5968950e+00 -3.7343092e+00  4.5604701e+00
  2.5009382e+00  7.8701520e+00  1.1061621e+00  4.6729183e+00
  9.3437582e-01 -1.3341495e+00 -4.4229002e+00 -5.3185657e-02
 -4.3823981e+00 -1.7965584e+00 -7.1688294e-01  2.3935802e+00
 -2.1089259e-01  2.5504062e+00  7.2803301e-01  1.4986233e+00
  6.9254345e-01  1.1843495e+00  4.0686721e-01  1.8861644e+00
  8.2343370e-01 -1.4642225e-01  1.4503949e+00  1.0157447e+00]",Angry
3461,"[-5.2734277e+02  2.9642305e+01 -3.2560631e+01 -7.3761714e-01
 -1.6859205e+01 -1.9621410e+01 -1.8762808e+01 -1.4396618e+01
 -2.6861107e+01  1.6232103e+00 -1.0846915e+01 -2.0919073e-01
 -2.7320163e+00  1.2930617e-01  3.7591109e+00  3.8573120e+00
  1.3953719e-01  1.1804780e+01  4.1910163e-01  6.5865815e-01
 -3.0928292e+00 -7.5649011e-01 -4.2933650e+00  2.0309587e+00
 -1.6008272e+00 -3.3771341e+00 -1.1435187e+00 -1.2333417e+00
 -5.5879658e-01 -1.0057299e-01  4.0646115e-01 -3.6961201e-01
  4.7596315e-01  9.0988427e-01  2.9451749e-01  9.5385122e-01
  8.0074698e-01  2.0862577e+00 -1.2132179e+00 -1.5996984e+00]",Sad
3462,"[-4.8691623e+02  2.9489252e+01 -3.5408089e+01 -9.3740976e-01
 -1.3844476e+01 -2.1217094e+01 -1.4739157e+01 -1.6834372e+01
 -2.5295824e+01  1.9930197e+00 -1.6593330e+01  1.7549518e+00
 -2.2010763e+00  1.9201473e+00  3.4220972e+00  1.7615938e+00
  5.2865310e+00  1.1878586e+01  2.0523436e+00  6.2663412e-01
 -2.3782878e+00 -3.2701710e-01 -1.2193877e+00 -2.3086418e-01
 -2.4602067e+00 -1.7088358e+00 -1.0690742e+00 -3.3138525e+00
 -3.0885997e+00  1.9763597e+00  1.7920215e+00 -9.6899462e-01
 -1.0314790e+00  3.9916950e-01  1.3139315e+00  1.4304533e+00
  2.2391133e+00  1.7174419e+00 -5.5670172e-01 -1.3316998e-01]",Sad
3463,"[-6.3208386e+02  4.1156662e+01 -6.1568141e+00  1.4072082e+01
 -7.0660691e+00 -1.8761349e+00 -1.1730332e+01 -1.0809497e+01
 -1.0315833e+01 -4.9291897e+00 -1.0677111e+01 -4.3240416e-01
 -9.8487663e+00  1.6422416e+00 -1.1654916e+01 -6.1367116e+00
 -3.3677361e+00 -3.5642860e+00 -9.2635527e+00 -2.3288007e+00
 -4.8368125e+00 -3.5279992e+00 -6.1475039e+00 -4.5733609e+00
 -3.5311637e+00 -2.3759882e+00 -4.2006186e-01  4.4872680e+00
  3.5450602e+00  6.3875408e+00  1.8443136e-01 -7.5520962e-02
  2.4693044e-01  1.3520851e+00  3.2104707e+00  3.1582408e+00
  1.5468912e+00 -8.3421119e-02 -6.1717254e-01  1.8092924e+00]",Happy
3464,"[-6.6988159e+02  4.4880817e+01 -1.4395190e+01  1.1236389e+01
 -4.9278030e+00 -1.2507359e+01 -1.3618794e+01 -1.4894274e+01
 -1.4117322e+01 -1.4066775e+00 -1.1247977e+01  1.3293664e+00
 -6.5838037e+00 -3.9003263e+00 -3.6647208e+00 -4.2078152e+00
 -5.8523874e+00 -2.4768803e+00 -3.4279397e+00 -5.8249488e+00
 -3.9325488e+00 -2.4321780e-01 -1.6466507e+00  4.3659286e+00
  3.7426836e+00  2.8745043e+00  3.6309862e+00 -1.1165911e-02
  1.8502922e+00  2.8165026e+00  3.7647526e+00  3.2498574e+00
  1.4715202e+00 -1.4176482e-01  1.7206284e+00  3.1447539e+00
  3.0118334e+00  7.5112659e-01 -2.1708307e+00 -4.0605772e-01]",Sad
3465,"[-5.75204041e+02  3.78453140e+01 -1.81809940e+01  7.29086733e+00
 -1.13693743e+01 -9.30865765e+00 -9.94002914e+00 -1.28647175e+01
 -1.24764519e+01 -2.03552222e+00 -1.26400347e+01  1.02199137e+00
 -1.19390497e+01  1.07121140e-01 -7.20663452e+00 -4.75071478e+00
 -3.82289791e+00 -1.86189604e+00 -4.13250303e+00 -1.07655728e+00
  1.23517549e+00  1.09207273e+00 -9.53389406e-01  1.22906339e+00
  1.20658708e+00  2.46060109e+00  1.60960460e+00  1.20215559e+00
 -1.55768859e+00  1.14178264e+00  6.82988703e-01  1.03718388e+00
  1.34513056e+00  2.88619250e-01 -1.96468842e+00 -1.35387063e+00
 -7.45413959e-01  1.52961060e-01 -1.79849565e-01 -1.16263568e-01]",Happy
